0.5,-0.00707481
0.501,-0.00707481
0.502,-0.00707481
0.503,-0.00707481
0.504,-0.00707481
0.505,0.000313837
0.506,0.00156918
0.507,0.00156918
0.508,0.00345221
0.509,0.00439372
0.51,0.00470755
0.511,0.00345258
0.512,0.00156956
0.513,0.00156956
0.514,-0.00738865
0.515,-0.00927167
0.516,-0.010527
0.517,-0.0108409
0.518,-0.0108409
0.519,-0.00958588
0.52,-0.000313837
0.521,0.00313837
0.522,0.00313837
0.523,0.00815976
0.524,0.0100428
0.525,0.0100428
0.526,0.00941548
0.527,0.00659095
0.528,0.00659095
0.529,-0.00738865
0.53,-0.0120962
0.531,-0.0168038
0.532,-0.020256
0.533,-0.020256
0.534,-0.0218251
0.535,-0.0202563
0.536,-0.0146073
0.537,0.000313837
0.538,0.000313837
0.539,0.0109843
0.54,0.0213409
0.541,0.0285592
0.542,0.0320114
0.543,0.0320114
0.544,0.0320117
0.545,0.0260488
0.546,0.0150645
0.547,-0.00738865
0.548,-0.0268465
0.549,-0.0268465
0.55,-0.0503843
0.551,-0.0657623
0.552,-0.0657623
0.553,-0.0792573
0.554,-0.0792577
0.555,-0.0792577
0.556,-0.061369
0.557,-0.0390866
0.558,-0.0390866
0.559,0.0160057
0.56,0.0160057
0.561,0.0533523
0.562,0.0947787
0.563,0.127732
0.564,0.155349
0.565,0.178887
0.566,0.178887
0.567,0.185791
0.568,0.171669
0.569,0.140599
0.57,0.0913269
0.571,0.0913269
0.572,0.0348363
0.573,-0.0394
0.574,-0.117545
0.575,-0.199143
0.576,-0.285762
0.577,-0.285762
0.578,-0.364849
0.579,-0.427302
0.58,-0.456489
0.581,-0.459942
0.582,-0.459942
0.583,-0.442995
0.584,-0.411297
0.585,-0.376775
0.586,-0.335035
0.587,-0.335035
0.588,-0.285449
0.589,-0.223309
0.59,-0.139514
0.591,-0.0447356
0.592,-0.0447356
0.593,0.132125
0.594,0.264878
0.595,0.421169
0.596,0.564279
0.597,0.564279
0.598,0.695463
0.599,0.784906
0.6,0.847987
0.601,0.891611
0.602,0.891611
0.603,0.935234
0.604,0.956261
0.605,0.956261
0.606,0.973522
0.607,0.979799
0.608,0.968815
0.609,0.937745
0.61,0.937745
0.611,0.88502
0.612,0.804678
0.613,0.709586
0.614,0.596604
0.615,0.46699
0.616,0.46699
0.617,0.309757
0.618,0.149701
0.619,-0.0306126
0.62,-0.218287
0.621,-0.218287
0.622,-0.423536
0.623,-0.6586
0.624,-0.871382
0.625,-1.05717
0.626,-1.05717
0.627,-1.21095
0.628,-1.34496
0.629,-1.44602
0.63,-1.53985
0.631,-1.61769
0.632,-1.61769
0.633,-1.72031
0.634,-1.77178
0.635,-1.77178
0.636,-1.81195
0.637,-1.81383
0.638,-1.81383
0.639,-1.77806
0.64,-1.77806
0.641,-1.72973
0.642,-1.61831
0.643,-1.61831
0.644,-1.53797
0.645,-1.37321
0.646,-1.37321
0.647,-1.2483
0.648,-1.0305
0.649,-1.0305
0.65,-0.858829
0.651,-0.568843
0.652,-0.568843
0.653,-0.350099
0.654,-0.0996571
0.655,0.153466
0.656,0.412382
0.657,0.681968
0.658,0.681968
0.659,0.963479
0.66,1.23997
0.661,1.46499
0.662,1.67055
0.663,1.67055
0.664,1.83563
0.665,1.98973
0.666,2.12248
0.667,2.24833
0.668,2.24833
0.669,2.36696
0.67,2.47837
0.671,2.56373
0.672,2.6287
0.673,2.6287
0.674,2.67295
0.675,2.6968
0.676,2.70057
0.677,2.68331
0.678,2.68331
0.679,2.62933
0.68,2.57378
0.681,2.57378
0.682,2.45923
0.683,2.361
0.684,2.361
0.685,2.17803
0.686,2.03429
0.687,1.87361
0.688,1.69378
0.689,1.69378
0.69,1.48759
0.691,1.27826
0.692,1.03566
0.693,0.815035
0.694,0.815035
0.695,0.566476
0.696,0.257033
0.697,-0.0287296
0.698,-0.324364
0.699,-0.62753
0.7,-0.62753
0.701,-0.971809
0.702,-1.27937
0.703,-1.55743
0.704,-1.80473
0.705,-1.80473
0.706,-2.02881
0.707,-2.21649
0.708,-2.39255
0.709,-2.56516
0.71,-2.56516
0.711,-2.73024
0.712,-2.89877
0.713,-3.04659
0.714,-3.16051
0.715,-3.2487
0.716,-3.2487
0.717,-3.319
0.718,-3.36074
0.719,-3.3827
0.72,-3.38867
0.721,-3.38867
0.722,-3.38019
0.723,-3.35415
0.724,-3.31178
0.725,-3.25027
0.726,-3.17118
0.727,-3.17118
0.728,-3.06447
0.729,-2.94679
0.73,-2.81121
0.731,-2.65523
0.732,-2.65523
0.733,-2.49078
0.734,-2.294
0.735,-2.09786
0.736,-1.88727
0.737,-1.6679
0.738,-1.6679
0.739,-1.4115
0.74,-1.15886
0.741,-0.890212
0.742,-0.599285
0.743,-0.599285
0.744,-0.303651
0.745,0.0455064
0.746,0.404222
0.747,0.756347
0.748,0.756347
0.749,1.10784
0.75,1.49135
0.751,1.81931
0.752,1.81931
0.753,2.24362
0.754,2.50536
0.755,2.50536
0.756,2.8305
0.757,3.03512
0.758,3.23503
0.759,3.23503
0.76,3.41737
0.761,3.60096
0.762,3.74972
0.763,3.87714
0.764,3.87714
0.765,3.98133
0.766,4.10687
0.767,4.10687
0.768,4.15771
0.769,4.1938
0.77,4.20981
0.771,4.20855
0.772,4.18972
0.773,4.18972
0.774,4.15489
0.775,4.09777
0.776,4.02684
0.777,3.93771
0.778,3.93771
0.779,3.83697
0.78,3.70798
0.781,3.57303
0.782,3.42114
0.783,3.25888
0.784,3.25888
0.785,3.08251
0.786,2.87663
0.787,2.67264
0.788,2.45013
0.789,2.22071
0.79,2.22071
0.791,1.94767
0.792,1.68091
0.793,1.39375
0.794,1.09623
0.795,0.780199
0.796,0.780199
0.797,0.420228
0.798,0.0724967
0.799,-0.303023
0.8,-0.672409
0.801,-0.672409
0.802,-1.09703
0.803,-1.51789
0.804,-1.8584
0.805,-2.19075
0.806,-2.51212
0.807,-2.51212
0.808,-3.04282
0.809,-3.04282
0.81,-3.27537
0.811,-3.50698
0.812,-3.50698
0.813,-3.96016
0.814,-4.15412
0.815,-4.31857
0.816,-4.31857
0.817,-4.46293
0.818,-4.6029
0.819,-4.6936
0.82,-4.77363
0.821,-4.77363
0.822,-4.8433
0.823,-4.89352
0.824,-4.92145
0.825,-4.92145
0.826,-4.91988
0.827,-4.91988
0.828,-4.88881
0.829,-4.83294
0.83,-4.76014
0.831,-4.67477
0.832,-4.67477
0.833,-4.5734
0.834,-4.44818
0.835,-4.31763
0.836,-4.17703
0.837,-4.0223
0.838,-4.0223
0.839,-3.85346
0.84,-3.85346
0.841,-3.65449
0.842,-3.45332
0.843,-3.24399
0.844,-3.24399
0.845,-3.01646
0.846,-2.75189
0.847,-2.48796
0.848,-2.21303
0.849,-1.91928
0.85,-1.91928
0.851,-1.61015
0.852,-1.2574
0.853,-0.909356
0.854,-0.909356
0.855,-0.373951
0.856,0.0185164
0.857,0.436861
0.858,0.436861
0.859,0.843594
0.86,1.29677
0.861,1.71512
0.862,2.08827
0.863,2.08827
0.864,2.42847
0.865,2.7602
0.866,3.02915
0.867,3.28462
0.868,3.28462
0.869,3.55609
0.87,3.80025
0.871,4.05603
0.872,4.27132
0.873,4.46904
0.874,4.46904
0.875,4.64636
0.876,4.81332
0.877,4.94638
0.878,5.05403
0.879,5.15069
0.88,5.15069
0.881,5.22287
0.882,5.26775
0.883,5.30071
0.884,5.31357
0.885,5.30918
0.886,5.30918
0.887,5.2847
0.888,5.2461
0.889,5.2461
0.89,5.15603
0.891,5.07663
0.892,5.07663
0.893,4.92504
0.894,4.80673
0.895,4.80673
0.896,4.59897
0.897,4.44676
0.898,4.19066
0.899,4.00581
0.9,3.78801
0.901,3.57209
0.902,3.57209
0.903,3.57209
0.904,3.3342
0.905,3.09035
0.906,2.53298
0.907,2.53298
0.908,2.2386
0.909,1.92476
0.91,1.60057
0.911,1.22773
0.912,0.867132
0.913,0.867132
0.914,0.455692
0.915,0.0928961
0.916,-0.345391
0.917,-0.765305
0.918,-0.765305
0.919,-1.19275
0.92,-1.64907
0.921,-2.0241
0.922,-2.0241
0.923,-2.53409
0.924,-2.82219
0.925,-2.82219
0.926,-3.23489
0.927,-3.49412
0.928,-3.77688
0.929,-3.77688
0.93,-4.02764
0.931,-4.28373
0.932,-4.48867
0.933,-4.67414
0.934,-4.67414
0.935,-4.83577
0.936,-5.03694
0.937,-5.03694
0.938,-5.15526
0.939,-5.24752
0.94,-5.31751
0.941,-5.37431
0.942,-5.41605
0.943,-5.41605
0.944,-5.43457
0.945,-5.43112
0.946,-5.40695
0.947,-5.36553
0.948,-5.36553
0.949,-5.30715
