0.5,0.0050211
0.501,0.0050211
0.502,0.0050211
0.503,0.0050211
0.504,0.0050211
0.505,0.00439358
0.506,0.00376606
0.507,0.00313854
0.508,0.00251102
0.509,0.00251102
0.51,0.00219631
0.511,0.00219631
0.512,0.00219631
0.513,0.00219631
0.514,0.00219631
0.515,0.00219631
0.516,0.00219631
0.517,0.00251007
0.518,0.00251007
0.519,0.00313759
0.52,0.00313759
0.521,0.00345135
0.522,0.00345135
0.523,0.00345135
0.524,0.00345135
0.525,0.00345135
0.526,0.00313854
0.527,0.00282383
0.528,0.00251102
0.529,0.00251102
0.53,0.00251102
0.531,0.00251102
0.532,0.00251102
0.533,0.00251102
0.534,0.00251102
0.535,0.00251102
0.536,0.00251102
0.537,0.00251102
0.538,0.00282383
0.539,0.00313759
0.54,0.00313759
0.541,0.00345135
0.542,0.00345135
0.543,0.00345135
0.544,0.00313854
0.545,0.00282383
0.546,0.00251102
0.547,0.00251102
0.548,0.00219631
0.549,0.00219631
0.55,0.00219631
0.551,0.00219631
0.552,0.00251007
0.553,0.00251007
0.554,0.00251007
0.555,0.00282383
0.556,0.00282383
0.557,0.00313759
0.558,0.00313759
0.559,0.00313759
0.56,0.00313759
0.561,0.00313759
0.562,0.00313759
0.563,0.00313759
0.564,0.00313759
0.565,0.00282383
0.566,0.00282383
0.567,0.00282383
0.568,0.00282383
0.569,0.00282383
0.57,0.00282383
0.571,0.00282383
0.572,0.00282383
0.573,0.00282383
0.574,0.00282383
0.575,0.00282383
0.576,0.00282383
0.577,0.00282383
0.578,0.00282383
0.579,0.00282383
0.58,0.00282383
0.581,0.00282383
0.582,0.00282383
0.583,0.00282383
0.584,0.00282383
0.585,0.00282383
0.586,0.00282383
0.587,0.00282383
0.588,0.00282383
0.589,0.00282383
0.59,0.00282383
0.591,0.00282383
0.592,0.00282383
0.593,0.00282383
0.594,0.00282383
0.595,0.00282383
0.596,0.00282383
0.597,0.00282383
0.598,0.00282383
0.599,0.00282383
0.6,0.00282383
0.601,0.00282383
0.602,0.00282383
0.603,0.00282383
0.604,0.00282383
0.605,0.00282383
0.606,0.00282383
0.607,0.00282383
0.608,0.00282383
0.609,0.00282383
0.61,0.00282383
0.611,0.00282383
0.612,0.00282383
0.613,0.00282383
0.614,0.00282383
0.615,0.00282383
0.616,0.00282383
0.617,0.00282383
0.618,0.00282383
0.619,0.00282383
0.62,0.00282383
0.621,0.00282383
0.622,0.00282383
0.623,0.00282383
0.624,0.00282383
0.625,0.00282383
0.626,0.00282383
0.627,0.00282383
0.628,0.00282383
0.629,0.00282383
0.63,0.00282383
0.631,0.00282383
0.632,0.00282383
0.633,0.00282383
0.634,0.00282383
0.635,0.00282383
0.636,0.00282383
0.637,0.00282383
0.638,0.00282383
0.639,0.00282383
0.64,0.00282383
0.641,0.00282383
0.642,0.00282383
0.643,0.00282383
0.644,0.00282383
0.645,0.00282383
0.646,0.00282383
0.647,0.00282383
0.648,0.00282383
0.649,0.00282383
0.65,0.00282383
0.651,0.00282383
0.652,0.00282383
0.653,0.00282383
0.654,0.00282383
0.655,0.00282383
0.656,0.00282383
0.657,0.00282383
0.658,0.00282383
0.659,0.00282383
0.66,0.00282383
0.661,0.00282383
0.662,0.00282383
0.663,0.00282383
0.664,0.00282383
0.665,0.00282383
0.666,0.00282383
0.667,0.00282383
0.668,0.00282383
0.669,0.00282383
0.67,0.00282383
0.671,0.00282383
0.672,0.00282383
0.673,0.00282383
0.674,0.00282383
0.675,0.00282383
0.676,0.00282383
0.677,0.00282383
0.678,0.00282383
0.679,0.00282383
0.68,0.00282383
0.681,0.00282383
0.682,0.00282383
0.683,0.00282383
0.684,0.00282383
0.685,0.00282383
0.686,0.00282383
0.687,0.00282383
0.688,0.00282383
0.689,0.00282383
0.69,0.00282383
0.691,0.00282383
0.692,0.00282383
0.693,0.00282383
0.694,0.00282383
0.695,0.00282383
0.696,0.00282383
0.697,0.00282383
0.698,0.00282383
0.699,0.00282383
0.7,0.00282383
0.701,0.00282383
0.702,0.00282383
0.703,0.00282383
0.704,0.00282383
0.705,0.00282383
0.706,0.00282383
0.707,0.00282383
0.708,0.00282383
0.709,0.00282383
0.71,0.00282383
0.711,0.00282383
0.712,0.00282383
0.713,0.00282383
0.714,0.00282383
